name,docstring_length,code_length,examples_length,start_line,file
polymulx,32,45,5,289,numpy\polynomial\polynomial.py
title,32,38,7,1076,numpy\_core\strings.py
argmax,33,38,13,649,numpy\matrixlib\defmatrix.py
argmin,33,38,13,723,numpy\matrixlib\defmatrix.py
hermesub,33,38,4,353,numpy\polynomial\hermite_e.py
I,33,43,10,796,numpy\matrixlib\defmatrix.py
repmat,33,49,18,333,numpy\matlib.py
hermeadd,33,38,4,313,numpy\polynomial\hermite_e.py
lagadd,33,38,4,308,numpy\polynomial\laguerre.py
lagsub,33,38,4,348,numpy\polynomial\laguerre.py
may_share_memory,33,38,6,1405,numpy\_core\multiarray.py
partition,33,38,8,309,numpy\_core\defchararray.py
atleast_2d,33,48,12,82,numpy\_core\shape_base.py
hermadd,33,38,4,314,numpy\polynomial\hermite.py
array_function_dispatch,33,66,0,105,numpy\_core\overrides.py
triu,33,41,20,491,numpy\lib\_twodim_base_impl.py
hermsub,33,38,4,354,numpy\polynomial\hermite.py
dot,33,38,0,5141,numpy\ma\core.py
flatnonzero,33,38,12,659,numpy\_core\numeric.py
iterable,33,42,18,344,numpy\lib\_function_base_impl.py
poly2lag,34,43,4,96,numpy\polynomial\laguerre.py
lagmul,34,64,4,442,numpy\polynomial\laguerre.py
lag2poly,34,43,4,141,numpy\polynomial\laguerre.py
drop_fields,34,62,11,503,numpy\lib\recfunctions.py
expandtabs,34,48,4,536,numpy\_core\strings.py
unique,34,47,24,1293,numpy\ma\extras.py
set_default_printstyle,34,47,16,134,numpy\polynomial\__init__.py
build_and_import_extension,34,61,10,17,numpy\testing\_private\extbuild.py
all,34,39,19,574,numpy\matrixlib\defmatrix.py
hermemul,34,64,4,442,numpy\polynomial\hermite_e.py
getdomain,34,40,9,193,numpy\polynomial\polyutils.py
poly2herm,34,44,4,96,numpy\polynomial\hermite.py
as_ctypes_type,34,39,0,465,numpy\ctypeslib.py
herme2poly,34,45,4,143,numpy\polynomial\hermite_e.py
poly2herme,34,44,4,97,numpy\polynomial\hermite_e.py
easy_dtype,34,76,12,822,numpy\lib\_iotools.py
require_fields,34,41,10,1270,numpy\lib\recfunctions.py
read_array,34,104,0,763,numpy\lib\format.py
base_repr,34,54,12,2101,numpy\_core\numeric.py
hermmul,34,64,4,447,numpy\polynomial\hermite.py
herm2poly,34,45,4,142,numpy\polynomial\hermite.py
tobytes,34,39,4,6289,numpy\ma\core.py
ljust,35,54,6,645,numpy\_core\strings.py
multiply,35,60,16,119,numpy\_core\strings.py
broadcast_shapes,35,40,6,443,numpy\lib\_stride_tricks_impl.py
sum,35,61,23,5180,numpy\ma\core.py
stack_arrays,35,84,17,1319,numpy\lib\recfunctions.py
encode,35,39,5,493,numpy\_core\strings.py
count,35,41,12,336,numpy\_core\strings.py
diagflat,35,54,11,315,numpy\lib\_twodim_base_impl.py
rpartition,35,40,6,349,numpy\_core\defchararray.py
rjust,35,54,6,701,numpy\_core\strings.py
legadd,35,40,6,323,numpy\polynomial\legendre.py
chebadd,35,40,6,569,numpy\polynomial\chebyshev.py
atleast_1d,35,48,14,24,numpy\_core\shape_base.py
geterr,35,44,15,110,numpy\_core\_ufunc_config.py
process_f2cmap_dict,35,68,0,921,numpy\f2py\auxfuncs.py
read_config,35,40,5,326,numpy\distutils\npy_pkg_config.py
hermmulx,35,51,4,394,numpy\polynomial\hermite.py
legmulx,35,54,4,409,numpy\polynomial\legendre.py
obj2sctype,35,47,15,234,numpy\_core\numerictypes.py
lagmulx,35,52,4,388,numpy\polynomial\laguerre.py
dsplit,36,42,25,1007,numpy\lib\_shape_base_impl.py
legmul,36,66,6,465,numpy\polynomial\legendre.py
tri,36,53,10,373,numpy\lib\_twodim_base_impl.py
trimcoef,36,46,9,143,numpy\polynomial\polyutils.py
empty,36,40,8,24,numpy\matlib.py
chebmul,36,47,6,701,numpy\polynomial\chebyshev.py
argmin,36,46,14,5670,numpy\ma\core.py
strip,36,43,12,885,numpy\_core\strings.py
arccos,36,42,8,495,numpy\lib\_scimath_impl.py
poly2leg,36,46,8,100,numpy\polynomial\legendre.py
zeros,36,43,8,110,numpy\matlib.py
isdtype,36,75,8,377,numpy\_core\numerictypes.py
mask_cols,36,47,26,1203,numpy\ma\extras.py
shape,36,45,16,2086,numpy\_core\fromnumeric.py
argwhere,37,47,10,605,numpy\_core\numeric.py
putmask,37,42,13,1141,numpy\_core\multiarray.py
fix,37,50,7,19,numpy\lib\_ufunclike_impl.py
concatenate,37,58,17,7216,numpy\ma\core.py
fftfreq,37,51,8,124,numpy\fft\_helper.py
angle,37,53,7,1607,numpy\lib\_function_base_impl.py
chebsub,37,42,8,611,numpy\polynomial\chebyshev.py
rpartition,37,63,6,1387,numpy\_core\strings.py
ones,37,44,7,65,numpy\matlib.py
lstrip,37,44,13,798,numpy\_core\strings.py
hardmask,37,42,25,3617,numpy\ma\core.py
arcsin,37,43,8,540,numpy\lib\_scimath_impl.py
mask_rows,37,48,27,1153,numpy\ma\extras.py
partition,37,63,6,1322,numpy\_core\strings.py
decode,37,42,8,447,numpy\_core\strings.py
mapparms,37,46,9,239,numpy\polynomial\polyutils.py
legsub,37,42,8,365,numpy\polynomial\legendre.py
laggauss,38,68,4,1568,numpy\polynomial\laguerre.py
assert_array_max_ulp,38,50,3,1755,numpy\testing\_private\utils.py
center,38,57,9,586,numpy\_core\strings.py
getdata,38,49,19,694,numpy\ma\core.py
hermgauss,38,71,4,1631,numpy\polynomial\hermite.py
eye,38,43,6,190,numpy\matlib.py
rand,38,45,15,234,numpy\matlib.py
append,38,41,9,8663,numpy\ma\core.py
repeat,38,43,13,465,numpy\_core\fromnumeric.py
asanyarray,38,47,13,8391,numpy\ma\core.py
maximum_sctype,38,57,16,124,numpy\_core\numerictypes.py
poly2cheb,38,48,10,347,numpy\polynomial\chebyshev.py
allequal,38,44,14,8176,numpy\ma\core.py
notmasked_edges,38,48,11,1966,numpy\ma\extras.py
mintypecode,39,51,9,26,numpy\lib\_type_check_impl.py
deprecate,39,57,2,196,numpy\lib\_utils_impl.py
swapaxes,39,44,19,579,numpy\_core\fromnumeric.py
fromrecords,39,86,13,665,numpy\_core\records.py
sctype2char,39,50,15,521,numpy\_core\numerictypes.py
ediff1d,39,87,13,42,numpy\lib\_arraysetops_impl.py
log,39,45,9,252,numpy\lib\_scimath_impl.py
trace,39,44,0,3080,numpy\linalg\_linalg.py
hermediv,39,44,6,508,numpy\polynomial\hermite_e.py
power,39,76,24,7040,numpy\ma\core.py
log2,39,45,9,390,numpy\lib\_scimath_impl.py
make_mask_none,39,48,14,1668,numpy\ma\core.py
lagdiv,39,44,6,508,numpy\polynomial\laguerre.py
leg2poly,40,50,10,148,numpy\polynomial\legendre.py
multiply,40,45,16,259,numpy\_core\defchararray.py
flatnotmasked_contiguous,40,55,15,2017,numpy\ma\extras.py
add_installed_library,40,50,0,1597,numpy\distutils\misc_util.py
asarray,40,46,13,8342,numpy\ma\core.py
normalize_axis_tuple,40,57,0,1374,numpy\_core\numeric.py
cheb2poly,40,49,10,397,numpy\polynomial\chebyshev.py
diag,40,48,30,7276,numpy\ma\core.py
geterrcall,40,45,16,280,numpy\_core\_ufunc_config.py
toflex,40,58,16,6344,numpy\ma\core.py
get_include,40,45,0,26,numpy\f2py\__init__.py
test,40,95,0,84,vendored-meson\meson\mesonbuild\modules\rust.py
array_repr,40,45,11,1592,numpy\_core\arrayprint.py
fftshift,40,54,18,20,numpy\fft\_helper.py
default_fill_value,41,53,7,252,numpy\ma\core.py
fromfile,41,102,16,838,numpy\_core\records.py
hermevander,41,58,7,1100,numpy\polynomial\hermite_e.py
lagvander,41,58,7,1136,numpy\polynomial\laguerre.py
get_info,41,59,11,2210,numpy\distutils\misc_util.py
hermdiv,41,46,8,513,numpy\polynomial\hermite.py
isrealobj,41,46,7,307,numpy\lib\_type_check_impl.py
real_if_close,41,55,8,492,numpy\lib\_type_check_impl.py
is_masked,41,51,25,6796,numpy\ma\core.py
flatnotmasked_edges,41,50,16,1911,numpy\ma\extras.py
choose,41,73,7,7832,numpy\ma\core.py
hermvander,41,59,7,1151,numpy\polynomial\hermite.py
diag_indices_from,41,54,24,1006,numpy\lib\_index_tricks_impl.py
log10,41,47,11,300,numpy\lib\_scimath_impl.py
chebval2d,42,47,0,1178,numpy\polynomial\chebyshev.py
nanargmin,42,53,10,504,numpy\lib\_nanfunctions_impl.py
chebdiv,42,55,9,750,numpy\polynomial\chebyshev.py
assert_warns,42,58,10,1910,numpy\testing\_private\utils.py
astype,42,51,12,2577,numpy\_core\numeric.py
ravel,42,60,16,4674,numpy\ma\core.py
unravel_index,42,47,8,1040,numpy\_core\multiarray.py
legdiv,42,47,9,533,numpy\polynomial\legendre.py
hermeval2d,42,47,0,891,numpy\polynomial\hermite_e.py
legval2d,42,47,0,918,numpy\polynomial\legendre.py
filled,42,79,17,3813,numpy\ma\core.py
filled,42,47,17,609,numpy\ma\core.py
power,43,50,17,442,numpy\lib\_scimath_impl.py
round_,43,47,21,7907,numpy\ma\core.py
merge_arrays,43,133,27,363,numpy\lib\recfunctions.py
nanargmax,43,54,10,564,numpy\lib\_nanfunctions_impl.py
typed_pos_args,43,118,0,163,vendored-meson\meson\mesonbuild\interpreterbase\decorators.py
getmaskarray,43,51,26,1447,numpy\ma\core.py
broadcast_to,43,46,6,377,numpy\lib\_stride_tricks_impl.py
tensorsolve,43,74,9,238,numpy\linalg\_linalg.py
fliplr,43,51,14,50,numpy\lib\_twodim_base_impl.py
chebroots,43,59,4,1719,numpy\polynomial\chebyshev.py
min_scalar_type,43,48,15,628,numpy\_core\multiarray.py
legroots,43,59,4,1460,numpy\polynomial\legendre.py
copyto,43,48,13,1090,numpy\_core\multiarray.py
vsplit,43,50,32,954,numpy\lib\_shape_base_impl.py
add_newdoc,44,49,0,502,numpy\_core\function_base.py
moveaxis,44,68,17,1438,numpy\_core\numeric.py
try_dispatch,44,86,0,2269,numpy\distutils\ccompiler_opt.py
tril,44,52,20,436,numpy\lib\_twodim_base_impl.py
fromarrays,44,92,21,570,numpy\_core\records.py
legval3d,44,49,0,1020,numpy\polynomial\legendre.py
maximum_fill_value,44,49,17,372,numpy\ma\core.py
det,44,56,14,2318,numpy\linalg\_linalg.py
extract,44,49,19,1865,numpy\lib\_function_base_impl.py
fix_invalid,44,57,16,748,numpy\ma\core.py
isMaskedArray,44,49,23,6607,numpy\ma\core.py
minimum_fill_value,44,49,17,321,numpy\ma\core.py
chebval3d,44,49,0,1280,numpy\polynomial\chebyshev.py
hermeval3d,44,49,0,993,numpy\polynomial\hermite_e.py
rfftfreq,44,54,11,178,numpy\fft\_helper.py
join_by,45,177,0,1476,numpy\lib\recfunctions.py
sqrt,45,50,24,199,numpy\lib\_scimath_impl.py
randn,45,52,15,280,numpy\matlib.py
count_masked,45,51,24,49,numpy\ma\extras.py
squeeze,45,50,16,326,numpy\matrixlib\defmatrix.py
typename,45,50,8,576,numpy\lib\_type_check_impl.py
atleast_3d,45,62,22,140,numpy\_core\shape_base.py
arctanh,45,51,14,586,numpy\lib\_scimath_impl.py
assert_array_almost_equal_nulp,45,55,9,1692,numpy\testing\_private\utils.py
flipud,45,53,17,104,numpy\lib\_twodim_base_impl.py
chebinterpolate,45,65,17,1780,numpy\polynomial\chebyshev.py
polyroots,45,61,9,1518,numpy\polynomial\polynomial.py
hermroots,46,62,7,1524,numpy\polynomial\hermite.py
put,46,57,10,515,numpy\_core\fromnumeric.py
leggrid2d,46,51,0,967,numpy\polynomial\legendre.py
chebgrid2d,46,51,0,1227,numpy\polynomial\chebyshev.py
add_extension,46,102,0,1442,numpy\distutils\misc_util.py
as_series,46,75,17,66,numpy\polynomial\polyutils.py
polyadd,46,65,16,778,numpy\lib\_polynomial_impl.py
hermeroots,46,62,7,1446,numpy\polynomial\hermite_e.py
compress_rowcols,46,53,22,932,numpy\ma\extras.py
hermegrid2d,46,51,0,940,numpy\polynomial\hermite_e.py
select,46,103,19,788,numpy\lib\_function_base_impl.py
lagroots,46,62,7,1504,numpy\polynomial\laguerre.py
i0,46,57,5,3428,numpy\lib\_function_base_impl.py
hermevander2d,47,51,0,1160,numpy\polynomial\hermite_e.py
polydiv,47,70,7,967,numpy\lib\_polynomial_impl.py
ndpointer,47,115,7,233,numpy\ctypeslib.py
chebvander2d,47,51,0,1440,numpy\polynomial\chebyshev.py
full,47,62,11,302,numpy\_core\numeric.py
legvander2d,47,51,0,1180,numpy\polynomial\legendre.py
chebfromroots,48,53,7,514,numpy\polynomial\chebyshev.py
chebvander3d,48,52,0,1493,numpy\polynomial\chebyshev.py
polyvander,48,65,11,1097,numpy\polynomial\polynomial.py
eye,48,72,8,161,numpy\lib\_twodim_base_impl.py
legvander3d,48,52,0,1233,numpy\polynomial\legendre.py
isreal,48,53,23,210,numpy\lib\_type_check_impl.py
dstack,48,56,14,670,numpy\lib\_shape_base_impl.py
legfromroots,48,53,7,268,numpy\polynomial\legendre.py
hermevander3d,48,52,0,1213,numpy\polynomial\hermite_e.py
safe_eval,48,65,17,572,numpy\lib\_utils_impl.py
polyder,48,80,11,471,numpy\polynomial\polynomial.py
lagfromroots,49,54,8,252,numpy\polynomial\laguerre.py
chebgrid3d,49,54,0,1331,numpy\polynomial\chebyshev.py
open_memmap,49,105,0,869,numpy\lib\format.py
lagval2d,49,53,5,896,numpy\polynomial\laguerre.py
tensorinv,49,65,18,420,numpy\linalg\_linalg.py
leggrid3d,49,54,0,1071,numpy\polynomial\legendre.py
hermfromroots,49,54,8,258,numpy\polynomial\hermite.py
hermegrid3d,49,54,0,1044,numpy\polynomial\hermite_e.py
hermefromroots,49,54,8,257,numpy\polynomial\hermite_e.py
bmat,49,75,23,1039,numpy\matrixlib\defmatrix.py
dot,49,66,17,7981,numpy\ma\core.py
polymul,50,60,17,900,numpy\lib\_polynomial_impl.py
ones,50,62,15,145,numpy\_core\numeric.py
unstructured_to_structured,50,105,14,1073,numpy\lib\recfunctions.py
packbits,50,55,14,1186,numpy\_core\multiarray.py
where,50,89,22,7741,numpy\ma\core.py
resize,50,62,38,7515,numpy\ma\core.py
vdot,50,55,18,844,numpy\_core\multiarray.py
array_equal,50,78,24,2440,numpy\_core\numeric.py
broadcast_arrays,50,68,17,490,numpy\lib\_stride_tricks_impl.py
polyval2d,50,55,5,857,numpy\polynomial\polynomial.py
diag,50,57,18,243,numpy\lib\_twodim_base_impl.py
masked_all,51,58,20,102,numpy\ma\extras.py
hermval2d,51,56,7,899,numpy\polynomial\hermite.py
asarray,51,56,3,1341,numpy\_core\defchararray.py
polyval3d,51,56,5,975,numpy\polynomial\polynomial.py
hermder,51,81,6,598,numpy\polynomial\hermite.py
lagval3d,51,56,5,1012,numpy\polynomial\laguerre.py
hermeder,51,81,6,591,numpy\polynomial\hermite_e.py
lagder,51,84,6,591,numpy\polynomial\laguerre.py
roots,51,89,4,162,numpy\lib\_polynomial_impl.py
fromstring,51,73,19,754,numpy\_core\records.py
intersect1d,52,81,20,579,numpy\lib\_arraysetops_impl.py
set_string_function,52,67,29,1720,numpy\_core\arrayprint.py
tril_indices_from,52,59,39,977,numpy\lib\_twodim_base_impl.py
trace,52,57,10,1802,numpy\_core\fromnumeric.py
count,52,98,21,4575,numpy\ma\core.py
view,52,89,0,3153,numpy\ma\core.py
getmask,52,57,35,1385,numpy\ma\core.py
issubdtype,53,63,35,455,numpy\_core\numerictypes.py
opt_func_info,53,87,35,9,numpy\lib\introspect.py
isneginf,53,59,14,141,numpy\lib\_ufunclike_impl.py
is_busday,53,57,5,1446,numpy\_core\multiarray.py
ix_,53,72,23,35,numpy\lib\_index_tricks_impl.py
add_data_dir,53,117,22,1070,numpy\distutils\misc_util.py
isposinf,53,59,14,72,numpy\lib\_ufunclike_impl.py
nancumprod,54,60,16,886,numpy\lib\_nanfunctions_impl.py
ravel_multi_index,54,58,13,979,numpy\_core\multiarray.py
structured_to_unstructured,54,127,18,939,numpy\lib\recfunctions.py
repack_fields,54,81,19,770,numpy\lib\recfunctions.py
masked_object,54,66,26,2216,numpy\ma\core.py
polygrid2d,54,59,6,914,numpy\polynomial\polynomial.py
laggrid2d,54,59,6,951,numpy\polynomial\laguerre.py
notmasked_contiguous,54,75,25,2074,numpy\ma\extras.py
polyder,54,73,27,363,numpy\lib\_polynomial_impl.py
hermval3d,54,59,8,1021,numpy\polynomial\hermite.py
masked_all_like,54,61,20,162,numpy\ma\extras.py
resize,54,79,10,1506,numpy\_core\fromnumeric.py
assert_approx_equal,54,97,17,596,numpy\testing\_private\utils.py
reshape,54,65,21,4736,numpy\ma\core.py
append,55,66,27,5517,numpy\lib\_function_base_impl.py
param_parse,55,58,35,3062,numpy\f2py\crackfortran.py
rot90,55,85,17,154,numpy\lib\_function_base_impl.py
compress,55,71,25,3928,numpy\ma\core.py
check_doctests_testfile,55,118,0,927,tools\refguide_check.py
chebval,55,82,0,1094,numpy\polynomial\chebyshev.py
legval,55,83,0,833,numpy\polynomial\legendre.py
lagvander2d,55,59,6,1196,numpy\polynomial\laguerre.py
hstack,56,65,11,291,numpy\_core\shape_base.py
corrcoef,56,98,10,1682,numpy\ma\extras.py
count_nonzero,56,71,14,461,numpy\_core\numeric.py
set_fill_value,56,63,30,499,numpy\ma\core.py
cumprod,56,61,20,3228,numpy\_core\fromnumeric.py
put,56,84,32,4820,numpy\ma\core.py
as_strided,56,78,0,44,numpy\lib\_stride_tricks_impl.py
squeeze,56,65,24,1592,numpy\_core\fromnumeric.py
chebder,56,90,11,875,numpy\polynomial\chebyshev.py
compress,56,61,21,2138,numpy\_core\fromnumeric.py
legder,56,90,11,613,numpy\polynomial\legendre.py
fromregex,57,68,12,1641,numpy\lib\_npyio_impl.py
hermgrid2d,57,62,9,957,numpy\polynomial\hermite.py
polygrid3d,57,62,6,1033,numpy\polynomial\polynomial.py
nancumsum,57,63,16,816,numpy\lib\_nanfunctions_impl.py
masked_values,57,70,21,2284,numpy\ma\core.py
save,57,69,20,504,numpy\lib\_npyio_impl.py
triu_indices_from,57,64,40,1125,numpy\lib\_twodim_base_impl.py
hsplit,57,64,46,884,numpy\lib\_shape_base_impl.py
fromflex,57,62,36,8450,numpy\ma\core.py
hermvander2d,57,61,8,1212,numpy\polynomial\hermite.py
polyfromroots,57,62,7,152,numpy\polynomial\polynomial.py
savez_compressed,58,63,9,676,numpy\lib\_npyio_impl.py
isfortran,58,63,41,535,numpy\_core\numeric.py
lagvander3d,58,62,8,1257,numpy\polynomial\laguerre.py
fromfunction,58,68,18,1835,numpy\_core\numeric.py
ndenumerate,58,62,34,1843,numpy\ma\extras.py
is_mask,58,63,37,1500,numpy\ma\core.py
asarray_chkfinite,59,67,17,585,numpy\lib\_function_base_impl.py
array,59,131,0,1207,numpy\_core\defchararray.py
laggrid3d,59,64,8,1070,numpy\polynomial\laguerre.py
argsort,59,85,8,5584,numpy\ma\core.py
mapdomain,59,66,22,286,numpy\polynomial\polyutils.py
info,59,78,33,410,numpy\lib\_utils_impl.py
binary_repr,60,75,15,1994,numpy\_core\numeric.py
matrix_power,60,113,28,617,numpy\linalg\_linalg.py
diag_indices,60,66,34,933,numpy\lib\_index_tricks_impl.py
ihfft,60,70,6,632,numpy\fft\_pocketfft.py
delete,60,176,16,5147,numpy\lib\_function_base_impl.py
hermvander3d,60,63,9,1275,numpy\polynomial\hermite.py
histogramdd,60,171,5,917,numpy\lib\_histograms_impl.py
vstack,60,68,16,220,numpy\_core\shape_base.py
mask_indices,61,68,25,818,numpy\lib\_twodim_base_impl.py
datetime_as_string,61,65,36,1685,numpy\_core\multiarray.py
apply_over_axes,61,84,24,418,numpy\lib\_shape_base_impl.py
transpose,62,67,22,630,numpy\_core\fromnumeric.py
split,62,75,12,802,numpy\lib\_shape_base_impl.py
median,62,76,12,711,numpy\ma\extras.py
min,62,98,29,5846,numpy\ma\core.py
unwrap,62,93,18,1667,numpy\lib\_function_base_impl.py
ones_like,62,73,15,219,numpy\_core\numeric.py
zeros_like,62,75,15,66,numpy\_core\numeric.py
hermgrid3d,62,67,11,1082,numpy\polynomial\hermite.py
polyval,63,76,9,695,numpy\lib\_polynomial_impl.py
format_float_scientific,63,75,8,1082,numpy\_core\arrayprint.py
can_cast,63,68,16,557,numpy\_core\multiarray.py
tile,63,89,27,1198,numpy\lib\_shape_base_impl.py
clip,64,69,17,2206,numpy\_core\fromnumeric.py
kron,64,111,24,1080,numpy\lib\_shape_base_impl.py
searchsorted,64,69,7,1430,numpy\_core\fromnumeric.py
result_type,64,69,9,679,numpy\_core\multiarray.py
copy,64,68,25,898,numpy\lib\_function_base_impl.py
require,64,103,18,29,numpy\_core\_asarray.py
hermeval,65,93,8,796,numpy\polynomial\hermite_e.py
assert_almost_equal,65,123,23,469,numpy\testing\_private\utils.py
hermval,65,94,8,803,numpy\polynomial\hermite.py
lagval,65,93,8,801,numpy\polynomial\laguerre.py
cov,66,88,15,1592,numpy\ma\extras.py
full_like,66,77,21,377,numpy\_core\numeric.py
stack,66,84,21,372,numpy\_core\shape_base.py
rollaxis,67,87,8,1284,numpy\_core\numeric.py
eigvals,67,91,24,1102,numpy\linalg\_linalg.py
make_mask,67,88,40,1578,numpy\ma\core.py
busday_count,67,72,10,1609,numpy\_core\multiarray.py
nanprod,67,74,12,734,numpy\lib\_nanfunctions_impl.py
correlate,67,72,19,704,numpy\_core\numeric.py
allclose,68,106,25,8234,numpy\ma\core.py
mask_rowcols,68,86,26,1065,numpy\ma\extras.py
sort,68,89,24,5756,numpy\ma\core.py
cumsum,68,73,24,2638,numpy\_core\fromnumeric.py
where,68,72,30,362,numpy\_core\multiarray.py
empty_like,68,75,9,84,numpy\_core\multiarray.py
put_along_axis,68,83,16,181,numpy\lib\_shape_base_impl.py
fit,68,83,0,970,numpy\polynomial\_polybase.py
vander,68,88,34,540,numpy\lib\_twodim_base_impl.py
shares_memory,69,74,29,1328,numpy\_core\multiarray.py
polyint,69,88,32,258,numpy\lib\_polynomial_impl.py
max,69,106,36,5945,numpy\ma\core.py
bincount,69,74,26,902,numpy\_core\multiarray.py
eigvalsh,70,93,22,1200,numpy\linalg\_linalg.py
format_float_positional,71,86,9,1162,numpy\_core\arrayprint.py
polyvander2d,71,75,27,1164,numpy\polynomial\polynomial.py
seterr,71,85,19,22,numpy\_core\_ufunc_config.py
sinc,71,78,28,3624,numpy\lib\_function_base_impl.py
solve,71,94,15,319,numpy\linalg\_linalg.py
isscalar,71,76,20,1913,numpy\_core\numeric.py
ptp,72,87,38,6052,numpy\ma\core.py
roll,72,78,35,1173,numpy\_core\numeric.py
expand_dims,72,91,38,509,numpy\lib\_shape_base_impl.py
polyvander3d,72,76,22,1241,numpy\polynomial\polynomial.py
polyvalfromroots,72,87,21,768,numpy\polynomial\polynomial.py
assert_array_almost_equal,73,110,29,1031,numpy\testing\_private\utils.py
tril_indices,73,80,39,889,numpy\lib\_twodim_base_impl.py
slogdet,73,87,27,2228,numpy\linalg\_linalg.py
nanmean,74,103,8,954,numpy\lib\_nanfunctions_impl.py
rfft2,74,78,8,1399,numpy\fft\_pocketfft.py
polyint,74,117,14,553,numpy\polynomial\polynomial.py
argpartition,75,80,21,856,numpy\_core\fromnumeric.py
triu_indices,75,82,40,1039,numpy\lib\_twodim_base_impl.py
cond,76,117,26,1858,numpy\linalg\_linalg.py
unpackbits,76,81,29,1244,numpy\_core\multiarray.py
ptp,76,84,28,2718,numpy\_core\fromnumeric.py
allclose,77,83,11,2220,numpy\_core\numeric.py
seterrcall,77,85,38,192,numpy\_core\_ufunc_config.py
polyval,77,94,20,672,numpy\polynomial\polynomial.py
flip,77,91,30,250,numpy\lib\_function_base_impl.py
irfft2,78,82,9,1620,numpy\fft\_pocketfft.py
isclose,79,108,19,2310,numpy\_core\numeric.py
outer,79,86,32,886,numpy\_core\numeric.py
hermeint,79,120,12,674,numpy\polynomial\hermite_e.py
hermint,79,120,12,681,numpy\polynomial\hermite.py
savez,80,84,26,584,numpy\lib\_npyio_impl.py
lagint,80,122,12,677,numpy\polynomial\laguerre.py
hamming,80,95,32,3242,numpy\lib\_function_base_impl.py
nanmedian,80,91,22,1128,numpy\lib\_nanfunctions_impl.py
diff,80,130,17,1325,numpy\lib\_function_base_impl.py
indices,80,100,35,1731,numpy\_core\numeric.py
array,80,105,34,943,numpy\_core\records.py
multi_dot,81,113,33,2834,numpy\linalg\_linalg.py
pinv,81,115,10,2107,numpy\linalg\_linalg.py
legint,81,126,14,705,numpy\polynomial\legendre.py
blackman,81,96,35,2936,numpy\lib\_function_base_impl.py
chebint,81,125,14,967,numpy\polynomial\chebyshev.py
all,83,88,20,2542,numpy\_core\fromnumeric.py
hanning,83,98,33,3141,numpy\lib\_function_base_impl.py
piecewise,83,118,18,662,numpy\lib\_function_base_impl.py
inner,84,89,32,270,numpy\_core\multiarray.py
insert,84,180,40,5330,numpy\lib\_function_base_impl.py
convolve,84,96,19,783,numpy\_core\numeric.py
argmin,85,90,44,1333,numpy\_core\fromnumeric.py
dot,85,90,23,751,numpy\_core\multiarray.py
median,85,90,27,3787,numpy\lib\_function_base_impl.py
argmax,85,90,44,1236,numpy\_core\fromnumeric.py
add_data_files,85,150,26,1200,numpy\distutils\misc_util.py
rfft,86,95,9,321,numpy\fft\_pocketfft.py
round,86,91,11,3389,numpy\_core\fromnumeric.py
apply_along_axis,87,140,33,271,numpy\lib\_shape_base_impl.py
digitize,87,104,20,5590,numpy\lib\_function_base_impl.py
nonzero,87,92,41,1987,numpy\_core\fromnumeric.py
bartlett,88,103,33,3035,numpy\lib\_function_base_impl.py
cholesky,88,102,24,739,numpy\linalg\_linalg.py
in1d,88,100,13,724,numpy\lib\_arraysetops_impl.py
fft,89,98,18,114,numpy\fft\_pocketfft.py
poly,89,120,23,35,numpy\lib\_polynomial_impl.py
reshape,89,112,11,215,numpy\_core\fromnumeric.py
nan_to_num,90,117,23,367,numpy\lib\_type_check_impl.py
nanmin,90,125,15,239,numpy\lib\_nanfunctions_impl.py
nanmax,90,125,15,372,numpy\lib\_nanfunctions_impl.py
add_npy_pkg_config,91,100,63,1648,numpy\distutils\misc_util.py
hfft,91,101,18,528,numpy\fft\_pocketfft.py
lstsq,91,149,30,2383,numpy\linalg\_linalg.py
nonzero,92,97,54,5028,numpy\ma\core.py
assert_allclose,92,107,37,1581,numpy\testing\_private\utils.py
nansum,92,99,20,626,numpy\lib\_nanfunctions_impl.py
take,93,97,17,110,numpy\_core\fromnumeric.py
diff,94,133,27,7601,numpy\ma\core.py
busday_offset,94,100,24,1506,numpy\_core\multiarray.py
logspace,94,112,25,202,numpy\_core\function_base.py
ifft,94,103,18,215,numpy\fft\_pocketfft.py
matrix_rank,95,116,11,1982,numpy\linalg\_linalg.py
masked_where,95,120,60,1852,numpy\ma\core.py
assert_equal,96,198,49,217,numpy\testing\_private\utils.py
linspace,96,165,22,26,numpy\_core\function_base.py
concatenate,96,105,32,162,numpy\_core\multiarray.py
irfft,97,106,10,419,numpy\fft\_pocketfft.py
partition,99,110,25,739,numpy\_core\fromnumeric.py
ravel,99,103,39,1874,numpy\_core\fromnumeric.py
interp,99,138,39,1462,numpy\lib\_function_base_impl.py
geomspace,99,146,43,322,numpy\_core\function_base.py
any,100,105,35,2428,numpy\_core\fromnumeric.py
trapezoid,100,130,45,4829,numpy\lib\_function_base_impl.py
mean,101,120,29,3505,numpy\_core\fromnumeric.py
inv,102,116,58,494,numpy\linalg\_linalg.py
take_along_axis,102,116,45,58,numpy\lib\_shape_base_impl.py
assert_array_less,103,108,58,1146,numpy\testing\_private\utils.py
histogram,103,217,34,686,numpy\lib\_histograms_impl.py
nanvar,104,182,8,1695,numpy\lib\_nanfunctions_impl.py
einsum_path,106,304,54,743,numpy\_core\einsumfunc.py
average,108,160,45,544,numpy\ma\extras.py
