name,docstring_length,code_length,examples_length,start_line,file
nanstd,109,124,8,1886,numpy\lib\_nanfunctions_impl.py
lexsort,109,114,76,437,numpy\_core\multiarray.py
fill_diagonal,109,130,75,800,numpy\lib\_index_tricks_impl.py
kaiser,110,127,35,3490,numpy\lib\_function_base_impl.py
argsort,110,115,50,1113,numpy\_core\fromnumeric.py
cross,111,212,14,1513,numpy\_core\numeric.py
min,112,117,36,2954,numpy\_core\fromnumeric.py
max,112,117,36,2811,numpy\_core\fromnumeric.py
isin,113,119,40,977,numpy\lib\_arraysetops_impl.py
sum,114,134,23,2283,numpy\_core\fromnumeric.py
ifft2,115,120,7,1148,numpy\fft\_pocketfft.py
rfftn,115,125,13,1271,numpy\fft\_pocketfft.py
savetxt,116,170,5,1398,numpy\lib\_npyio_impl.py
choose,117,122,38,336,numpy\_core\fromnumeric.py
cov,117,219,32,2556,numpy\lib\_function_base_impl.py
prod,118,123,42,3097,numpy\_core\fromnumeric.py
fft2,118,123,13,1022,numpy\fft\_pocketfft.py
load,118,140,27,311,numpy\lib\_npyio_impl.py
assert_array_equal,119,125,61,900,numpy\testing\_private\utils.py
eigh,119,145,51,1460,numpy\linalg\_linalg.py
diagonal,119,123,49,1667,numpy\_core\fromnumeric.py
chebfit,120,125,1,1547,numpy\polynomial\chebyshev.py
average,122,158,41,419,numpy\lib\_function_base_impl.py
legfit,122,127,1,1287,numpy\polynomial\legendre.py
corrcoef,122,150,61,2783,numpy\lib\_function_base_impl.py
ifftn,125,130,18,889,numpy\fft\_pocketfft.py
lagfit,125,130,7,1321,numpy\polynomial\laguerre.py
fftn,125,130,26,756,numpy\fft\_pocketfft.py
hermfit,125,130,7,1340,numpy\polynomial\hermite.py
tensordot,125,187,73,979,numpy\_core\numeric.py
hermefit,126,131,8,1267,numpy\polynomial\hermite_e.py
qr,127,202,44,895,numpy\linalg\_linalg.py
irfftn,127,137,10,1480,numpy\fft\_pocketfft.py
eig,128,153,44,1304,numpy\linalg\_linalg.py
meshgrid,129,155,50,4985,numpy\lib\_function_base_impl.py
unique,132,189,45,145,numpy\lib\_arraysetops_impl.py
svd,135,167,46,1614,numpy\linalg\_linalg.py
nanquantile,138,183,31,1422,numpy\lib\_nanfunctions_impl.py
nanpercentile,141,182,32,1230,numpy\lib\_nanfunctions_impl.py
polyfit,144,149,22,1319,numpy\polynomial\polynomial.py
block,145,167,60,703,numpy\_core\shape_base.py
array2string,145,180,13,578,numpy\_core\arrayprint.py
norm,146,189,66,2567,numpy\linalg\_linalg.py
histogram2d,148,166,81,649,numpy\lib\_twodim_base_impl.py
sort,151,163,29,943,numpy\_core\fromnumeric.py
set_printoptions,160,176,45,119,numpy\_core\arrayprint.py
var,166,197,47,3840,numpy\_core\fromnumeric.py
std,167,197,44,3634,numpy\_core\fromnumeric.py
percentile,170,210,66,3943,numpy\lib\_function_base_impl.py
polyfit,171,224,30,443,numpy\lib\_polynomial_impl.py
gradient,171,342,123,976,numpy\lib\_function_base_impl.py
sliding_window_view,175,214,104,132,numpy\lib\_stride_tricks_impl.py
genfromtxt,188,751,49,1744,numpy\lib\_npyio_impl.py
histogram_bin_edges,196,203,39,475,numpy\lib\_histograms_impl.py
pad,204,349,66,534,numpy\lib\_arraypad_impl.py
quantile,211,253,32,4163,numpy\lib\_function_base_impl.py
loadtxt,243,281,116,1105,numpy\lib\_npyio_impl.py
einsum,360,445,182,1058,numpy\_core\einsumfunc.py
